Archivio estrazioni VinciCasa
Concorso	Data	N.1	N.2	N.3	N.4	N.5	V5	Q5	V4	Q4	V3	Q3	V2	Q2
93	03/04/2025	15	19	21	27	32	0	50000000	2	76134	225	2393	2684	276
92	02/04/2025	3	9	10	15	31	0	50000000	4	34384	293	1660	2852	235
91	01/04/2025	7	9	13	20	21	0	50000000	8	19470	356	1547	3556	213
90	31/03/2025	11	15	27	35	36	0	50000000	3	42200	164	2730	2069	298
89	30/03/2025	10	30	33	37	40	0	50000000	4	23484	133	2497	1626	281
88	29/03/2025	5	9	23	25	39	0	50000000	14	13671	377	1795	4096	227
87	28/03/2025	3	4	16	39	40	0	50000000	5	28634	181	2797	2629	265
86	27/03/2025	19	23	24	36	40	0	50000000	5	30325	209	2565	2578	286
85	26/03/2025	8	12	21	25	26	0	50000000	3	44266	277	1695	2873	225
84	25/03/2025	8	9	23	24	36	0	50000000	6	24753	280	1875	2959	244
83	24/03/2025	15	24	33	36	38	0	50000000	4	31687	151	2968	1702	363
82	23/03/2025	3	11	28	32	36	0	50000000	4	24337	142	2424	1695	280
81	22/03/2025	4	5	8	14	15	0	50000000	13	14814	472	1442	4410	213
80	21/03/2025	1	3	8	9	38	0	50000000	12	12044	309	1654	3165	222
79	20/03/2025	13	16	17	26	34	0	50000000	7	21478	238	2234	2595	282
78	19/03/2025	9	13	16	20	23	0	50000000	8	16891	287	1665	2841	232
77	18/03/2025	2	4	11	18	27	0	50000000	10	15034	377	1410	3430	213
76	17/03/2025	19	21	22	35	40	0	50000000	4	32435	167	2747	2185	289
75	16/03/2025	20	25	28	32	37	0	50000000	0	0	113	3524	1486	357
74	15/03/2025	4	6	21	27	29	0	50000000	9	21836	381	1824	3940	243
73	14/03/2025	8	24	28	32	39	0	50000000	3	47976	199	2557	2370	296
72	13/03/2025	13	22	23	28	30	0	50000000	3	50808	222	2428	2844	261
71	12/03/2025	8	18	28	29	36	0	50000000	5	26493	197	2377	2314	279
70	11/03/2025	1	13	16	34	38	0	50000000	5	31403	183	3034	2397	319
69	10/03/2025	4	5	21	29	39	0	50000000	8	16629	217	2168	2457	264
68	09/03/2025	7	15	29	33	34	0	50000000	5	20227	126	2838	1639	300
67	08/03/2025	10	18	20	27	37	0	50000000	11	17562	299	2284	3700	254
66	07/03/2025	6	19	23	36	40	0	50000000	9	16663	282	1880	2766	264
65	06/03/2025	10	11	27	32	38	0	50000000	3	51994	226	2440	2746	277
64	05/03/2025	28	32	35	36	40	0	50000000	7	19374	167	2871	1837	360
63	04/03/2025	6	7	22	37	38	0	50000000	8	19582	200	2770	2755	277
62	03/03/2025	19	23	32	34	39	0	50000000	1	134023	166	2855	1946	335
61	02/03/2025	2	5	7	8	10	0	50000000	10	9721	328	1048	2680	176
60	01/03/2025	1	3	6	17	20	0	50000000	18	10853	554	1246	4656	204
59	28/02/2025	12	17	26	28	32	0	50000000	6	24142	225	2276	2669	264
58	27/02/2025	2	19	27	31	32	0	50000000	12	12631	219	2447	2680	275
57	26/02/2025	2	11	18	22	28	0	50000000	11	12191	298	1591	2766	236
56	25/02/2025	6	12	21	29	31	0	50000000	15	10199	307	1762	2879	259
55	24/02/2025	6	12	18	20	24	0	50000000	21	6141	334	1365	2801	224
54	23/02/2025	3	8	20	25	34	0	50000000	3	32137	182	1873	1910	246
53	22/02/2025	4	9	16	36	39	0	50000000	3	64529	270	2535	3337	282
52	21/02/2025	8	9	21	23	24	0	50000000	6	24573	260	2005	3208	224
51	20/02/2025	1	9	22	26	31	0	50000000	10	15293	226	2393	2765	269
50	19/02/2025	2	6	16	24	33	0	50000000	4	33849	229	2090	2473	267
49	18/02/2025	8	12	16	38	40	0	50000000	4	38117	265	2034	2895	256
48	17/02/2025	1	6	20	27	36	0	50000000	10	12884	215	2119	2519	249
47	16/02/2025	4	6	14	31	33	0	50000000	1	97102	127	2704	1698	278
46	15/02/2025	8	10	12	16	18	0	50000000	12	15923	442	1528	4428	210
45	14/02/2025	9	11	13	33	40	0	50000000	5	28701	305	1663	2993	233
44	13/02/2025	2	7	9	26	40	0	50000000	8	19193	340	1597	3309	226
43	12/02/2025	2	6	20	23	34	0	50000000	6	22405	255	1864	2547	257
42	11/02/2025	4	6	17	25	28	0	50000000	8	19090	326	1656	3185	233
41	10/02/2025	6	9	19	22	23	0	50000000	7	18568	307	1497	3161	200
40	09/02/2025	1	2	10	12	15	0	50000000	7	13901	234	1470	2175	218
39	08/02/2025	6	10	13	19	34	0	50000000	13	14691	333	2028	3998	233
38	07/02/2025	3	18	20	21	24	0	50000000	13	11128	244	2096	2846	247
37	06/02/2025	10	25	28	29	35	0	50000000	5	30549	209	2584	2625	283
36	05/02/2025	10	18	19	27	30	0	50000000	12	11419	246	1969	2843	235
35	04/02/2025	6	8	10	16	34	0	50000000	6	25826	273	2007	3091	244
34	03/02/2025	1	7	17	26	37	0	50000000	10	13293	237	1983	2665	243
33	02/02/2025	5	16	19	26	29	0	50000000	10	9728	215	1600	1971	240
32	01/02/2025	1	18	19	22	25	0	50000000	17	11346	428	1593	3994	235
31	31/01/2025	17	25	26	32	40	0	50000000	5	28505	192	2625	2406	288
30	30/01/2025	1	4	12	15	27	0	50000000	8	18868	325	1642	3272	225
29	29/01/2025	4	20	28	29	33	0	50000000	8	16416	163	2849	2315	276
28	28/01/2025	22	25	27	35	38	0	50000000	4	37679	214	2490	2393	307
27	27/01/2025	11	20	23	26	39	0	50000000	8	15777	193	2312	2280	270
26	26/01/2025	16	18	21	26	31	0	50000000	5	19327	131	2608	1556	302
25	25/01/2025	9	10	14	23	24	0	50000000	9	21197	343	1966	4012	231
24	24/01/2025	1	3	21	27	29	0	50000000	5	28909	244	2095	2874	245
23	23/01/2025	3	5	6	30	34	0	50000000	5	30481	246	2190	2908	255
22	22/01/2025	6	18	29	34	39	0	50000000	5	26412	178	2623	2075	310
21	21/01/2025	3	10	24	30	33	0	50000000	3	51708	286	1918	3017	250
20	20/01/2025	11	13	29	31	32	0	50000000	9	14040	217	2059	2255	273
19	19/01/2025	7	13	17	32	33	0	50000000	8	12018	201	1691	1810	259
18	18/01/2025	13	18	23	25	38	0	50000000	10	19101	308	2193	3606	258
17	17/01/2025	9	10	22	28	34	0	50000000	6	24128	224	2285	2558	276
16	16/01/2025	1	17	19	23	37	1	50000000	8	18985	329	1632	3113	237
15	15/01/2025	2	9	18	19	21	0	50000000	12	11281	271	1766	2881	229
14	14/01/2025	1	7	13	25	39	0	50000000	15	10156	379	1421	3194	232
13	13/01/2025	2	12	23	24	37	0	50000000	3	42829	180	2524	2413	259
12	12/01/2025	1	2	17	19	21	0	50000000	9	10986	229	1526	2081	231
11	11/01/2025	1	10	27	33	36	0	50000000	7	27511	301	2262	3319	283
10	10/01/2025	12	19	22	28	40	0	50000000	7	20624	299	1707	2997	234
9	09/01/2025	1	4	8	14	19	0	50000000	9	16714	387	1374	3502	209
8	08/01/2025	2	24	28	33	35	0	50000000	2	66838	161	2936	2075	314
7	07/01/2025	5	17	18	23	33	0	50000000	8	19420	302	1819	3099	244
6	06/01/2025	6	18	29	34	36	0	50000000	2	50811	141	2548	1571	315
5	05/01/2025	1	4	5	18	24	0	50000000	6	17231	239	1529	2267	222
4	04/01/2025	5	15	26	31	38	0	50000000	12	16002	281	2416	3197	292
3	03/01/2025	6	13	18	28	31	0	50000000	10	15182	262	2049	2803	264
2	02/01/2025	13	16	21	38	39	0	50000000	4	39726	187	3005	2500	310
1	01/01/2025	9	19	26	29	35	0	50000000	9	8178	133	1957	1345	266
366	31/12/2024	2	7	21	23	26	0	50000000	11	16632	337	1919	3725	239
365	30/12/2024	3	19	23	31	37	0	50000000	16	9547	241	2241	2806	265
364	29/12/2024	1	9	18	30	39	0	50000000	4	25827	143	2554	1918	262
363	28/12/2024	5	13	19	28	38	0	50000000	11	17272	384	1749	3851	240
362	27/12/2024	4	9	28	32	34	0	50000000	6	25910	214	2569	2592	292
361	26/12/2024	3	19	20	22	25	0	50000000	7	12340	184	1660	1876	224
360	25/12/2024	7	17	31	35	39	0	50000000	1	67926	97	2476	1138	291
359	24/12/2024	11	17	18	26	35	0	50000000	3	54386	238	2424	2954	269
358	23/12/2024	5	6	8	12	32	0	50000000	8	18007	323	1577	3262	215
357	22/12/2024	2	4	17	36	40	0	50000000	8	12894	163	2237	1943	258
356	21/12/2024	8	10	23	25	35	0	50000000	13	14690	296	2281	3812	244
355	20/12/2024	12	15	19	29	35	0	50000000	6	24071	257	1987	2761	255
354	19/12/2024	2	3	5	17	28	0	50000000	7	21698	380	1413	3444	215
353	18/12/2024	8	14	22	30	37	0	50000000	9	14895	235	2017	2438	268
352	17/12/2024	8	20	28	36	38	0	50000000	6	25836	207	2648	2591	291
351	16/12/2024	2	5	6	11	13	0	50000000	12	10759	353	1293	3112	202
350	15/12/2024	19	25	31	32	39	0	50000000	1	97678	123	2808	1468	324
349	14/12/2024	5	7	25	30	39	0	50000000	7	27097	350	1916	3803	243
348	13/12/2024	3	11	21	27	34	0	50000000	10	14571	292	1764	2841	250
347	12/12/2024	4	11	16	19	27	0	50000000	14	10917	363	1488	3356	222
346	11/12/2024	11	12	24	29	32	0	50000000	12	11116	253	1864	2598	250
345	10/12/2024	10	20	25	29	33	0	50000000	5	31037	243	2258	2849	265
344	09/12/2024	7	13	17	29	39	0	50000000	5	25587	259	1746	2641	236
343	08/12/2024	11	14	29	33	38	0	50000000	1	95801	118	2871	1582	295
342	07/12/2024	6	18	26	27	29	0	50000000	10	19195	336	2020	3634	257
341	06/12/2024	4	8	9	12	27	0	50000000	19	7633	385	1332	3742	189
340	05/12/2024	7	10	24	26	36	0	50000000	12	12689	298	1807	2887	257
339	04/12/2024	5	7	10	38	40	0	50000000	9	14696	265	1765	2855	225
338	03/12/2024	17	25	26	34	40	0	50000000	4	38411	210	2587	2479	302
337	02/12/2024	4	12	15	19	34	0	50000000	6	21212	240	1875	2475	250
336	01/12/2024	7	14	16	18	23	0	50000000	3	31758	176	1914	1878	247
335	30/11/2024	2	6	15	19	23	1	50000000	16	11557	377	1734	3881	232
334	29/11/2024	4	8	10	11	33	0	50000000	5	27306	368	1312	3359	198
333	28/11/2024	3	10	15	34	39	0	50000000	3	48912	212	2447	2502	286
332	27/11/2024	13	14	18	19	28	0	50000000	10	13199	186	2509	2499	257
331	26/11/2024	5	19	29	30	38	0	50000000	7	21242	233	2256	2785	260
330	25/11/2024	6	8	14	29	39	0	50000000	4	31196	211	2091	2266	268
329	24/11/2024	1	3	6	24	29	0	50000000	6	15784	174	1924	1937	238
328	23/11/2024	7	23	27	31	35	0	50000000	11	17124	305	2184	3480	264
327	22/11/2024	8	10	12	26	36	0	50000000	7	19916	293	1682	2695	252
326	21/11/2024	1	17	19	24	26	0	50000000	6	25165	260	2053	3101	237
325	20/11/2024	3	9	16	23	32	0	50000000	3	44548	212	2229	2612	249
324	19/11/2024	6	9	31	32	38	0	50000000	6	25446	179	3016	2535	293
323	18/11/2024	18	19	23	30	40	0	50000000	4	31792	213	2111	2333	265
322	17/11/2024	13	14	21	24	32	0	50000000	3	31716	117	2875	1551	299
321	16/11/2024	4	13	14	16	27	1	50000000	14	13531	334	2005	3762	245
320	15/11/2024	4	19	20	36	40	0	50000000	5	27780	257	1911	2640	256
319	14/11/2024	3	9	23	25	30	0	50000000	8	18679	316	1672	3061	238
318	13/11/2024	9	24	26	28	38	0	50000000	5	26472	195	2400	2264	285
317	12/11/2024	7	15	19	22	29	1	50000000	12	12476	339	1561	3116	234
316	11/11/2024	12	13	20	25	40	0	50000000	2	63385	196	2287	2442	253
315	10/11/2024	4	11	13	15	37	0	50000000	6	16085	194	1759	1853	254
314	09/11/2024	2	11	16	28	34	0	50000000	11	17234	308	2176	3457	267
313	08/11/2024	2	28	35	36	39	0	50000000	3	47025	120	4157	1937	355
312	07/11/2024	2	4	9	37	40	0	50000000	5	30109	258	2063	2963	247
311	06/11/2024	9	15	19	26	39	0	50000000	11	12031	242	1933	2457	262
310	05/11/2024	4	5	17	27	30	0	50000000	11	14372	348	1606	3477	221
309	04/11/2024	2	20	25	27	40	0	50000000	4	33172	226	2076	2626	246
308	03/11/2024	1	8	30	37	40	0	50000000	8	11847	149	2249	1681	275
307	02/11/2024	1	4	7	24	25	0	50000000	21	8718	383	1690	3890	229
306	01/11/2024	10	26	32	35	36	0	50000000	2	50808	113	3180	1413	350
305	31/10/2024	1	12	27	31	34	0	50000000	4	37982	237	2267	2584	286
304	30/10/2024	10	12	30	36	38	0	50000000	7	18703	176	2630	2333	273
303	29/10/2024	8	10	17	21	28	0	50000000	16	9303	340	1548	3296	220
302	28/10/2024	7	9	10	11	22	0	50000000	16	7981	399	1131	3270	190
301	27/10/2024	5	10	18	30	32	0	50000000	2	47645	149	2261	1903	244
300	26/10/2024	8	25	26	34	38	0	50000000	6	31506	240	2785	3070	300
299	25/10/2024	7	10	12	19	31	0	50000000	9	15918	401	1263	3254	214
298	24/10/2024	4	14	22	23	28	0	50000000	6	24687	261	2007	2904	248
297	23/10/2024	11	22	25	26	37	0	50000000	5	25608	192	2358	2233	279
296	22/10/2024	12	16	21	28	37	0	50000000	15	9916	224	2348	2529	286
295	21/10/2024	11	13	23	24	38	0	50000000	6	21370	241	1881	2520	248
294	20/10/2024	5	23	34	39	40	0	50000000	3	32211	124	2756	1645	286
293	19/10/2024	7	11	13	30	31	0	50000000	8	23893	364	1857	4047	230
292	18/10/2024	2	3	14	24	31	0	50000000	3	47377	230	2185	2637	262
291	17/10/2024	6	11	12	14	17	0	50000000	15	10181	371	1455	3527	211
290	16/10/2024	7	19	30	37	39	0	50000000	3	44547	222	2128	2308	282
289	15/10/2024	7	8	17	23	34	0	50000000	8	19031	285	1889	3308	224
288	14/10/2024	10	12	26	36	37	0	50000000	4	32327	224	2041	2218	284
287	13/10/2024	19	21	28	32	39	0	50000000	5	19103	111	3043	1434	324
286	12/10/2024	5	14	17	30	33	0	50000000	7	27391	338	2006	3602	259
285	11/10/2024	1	2	23	34	36	0	50000000	6	23720	176	2859	2131	325
284	10/10/2024	15	17	25	30	33	0	50000000	1	153216	218	2485	2617	285
283	09/10/2024	2	16	27	33	39	0	50000000	5	26936	169	2818	2170	302
282	08/10/2024	3	14	29	32	40	0	50000000	5	29611	191	2741	2530	285
281	07/10/2024	3	14	22	26	34	0	50000000	5	25709	197	2307	2096	299
280	06/10/2024	13	16	24	32	36	0	50000000	0	32377	0	2726	0	323
279	05/10/2024	8	21	34	35	40	0	50000000	7	27249	238	2834	3043	305
278	04/10/2024	7	10	23	26	33	0	50000000	7	20513	277	1833	2941	238
277	03/10/2024	2	25	30	32	37	0	50000000	3	50227	136	3918	2094	351
276	02/10/2024	9	13	14	17	29	0	50000000	7	19258	307	1552	2908	226
275	01/10/2024	5	20	21	32	36	0	50000000	3	51751	199	2759	2506	302
274	30/09/2024	16	21	26	27	40	0	50000000	10	12611	211	2113	2259	272
273	29/09/2024	4	5	14	21	35	0	50000000	1	92833	155	2118	1643	275
272	28/09/2024	2	7	19	25	31	1	50000000	13	14359	359	1838	3772	241
271	27/09/2024	9	13	14	34	36	0	50000000	4	35272	184	2711	2357	291
270	26/09/2024	19	22	26	35	38	0	50000000	1	147502	185	2819	2362	304
269	25/09/2024	5	14	29	32	35	0	50000000	5	26365	182	2561	2036	315
268	24/09/2024	4	6	7	28	29	0	50000000	12	12583	283	1886	3163	232
267	23/09/2024	4	7	11	18	34	0	50000000	8	15719	261	1703	2539	241
266	22/09/2024	3	8	14	18	25	0	50000000	3	31529	189	1769	1988	232
265	21/09/2024	12	20	30	32	33	0	50000000	3	62255	240	2752	2998	303
264	20/09/2024	5	6	8	20	34	0	50000000	8	17517	333	1488	3018	226
263	19/09/2024	3	13	20	22	24	0	50000000	12	12648	335	1602	3296	224
262	18/09/2024	10	19	36	38	40	0	50000000	9	14542	213	2173	2360	270
261	17/09/2024	6	11	19	32	35	0	50000000	9	16588	227	2325	2644	275
260	16/09/2024	13	29	31	33	38	0	50000000	2	63369	164	2733	1984	311
259	15/09/2024	9	15	17	29	39	0	50000000	8	11952	190	1779	1895	246
258	14/09/2024	17	26	28	32	39	0	50000000	7	26632	229	2879	2934	309
257	13/09/2024	2	14	22	37	38	0	50000000	2	71641	189	2681	2233	313
256	12/09/2024	3	13	19	28	30	1	50000000	5	29845	274	1926	2959	246
255	11/09/2024	1	4	22	29	37	0	50000000	2	65844	182	2558	2285	281
254	10/09/2024	5	6	8	14	20	0	50000000	12	12589	407	1312	3536	208
253	09/09/2024	5	8	20	34	39	0	50000000	5	25098	186	2386	2415	253
252	08/09/2024	11	13	15	16	37	0	50000000	3	31788	147	2294	1715	271
251	07/09/2024	10	13	27	30	38	0	50000000	10	18222	299	2155	3329	266
250	06/09/2024	10	20	23	25	38	0	50000000	6	23529	249	2005	2524	272
249	05/09/2024	3	8	23	27	30	0	50000000	16	9111	293	1759	3152	225
248	04/09/2024	7	8	29	34	38	0	50000000	7	18604	188	2449	2456	258
247	03/09/2024	2	10	11	13	22	0	50000000	10	14941	354	1492	3475	209
246	02/09/2024	6	8	12	20	37	0	50000000	5	25185	253	1760	2694	228
245	01/09/2024	4	6	20	31	40	0	50000000	1	93600	160	2068	1836	248
244	31/08/2024	24	30	31	36	38	0	50000000	2	87060	189	3258	2429	349
243	30/08/2024	9	20	25	35	38	0	50000000	7	19031	171	2755	2183	297
242	29/08/2024	2	5	14	28	32	0	50000000	12	11882	216	2334	2523	275
241	28/08/2024	2	11	35	37	40	0	50000000	2	63009	163	2734	2177	282
240	27/08/2024	3	12	21	24	39	0	50000000	8	17805	253	1991	2812	247
239	26/08/2024	9	18	27	35	38	0	50000000	7	17046	178	2370	2075	280
238	25/08/2024	7	12	14	20	26	0	50000000	6	15073	202	1583	1928	228
237	24/08/2024	15	19	21	26	40	0	50000000	8	20870	269	2195	3113	261
236	23/08/2024	15	19	23	33	39	0	50000000	4	32433	189	2427	2223	284
235	22/08/2024	6	16	18	19	37	0	50000000	8	17409	204	2414	2536	267
234	21/08/2024	9	19	21	25	33	0	50000000	12	10116	256	1676	2363	250
233	20/08/2024	5	10	16	32	39	0	50000000	8	18287	195	2653	2530	282
232	19/08/2024	4	14	22	32	37	0	50000000	3	42505	173	2606	2018	308
231	18/08/2024	9	10	15	21	36	0	50000000	3	29882	143	2217	1719	254
230	17/08/2024	8	11	29	38	40	0	50000000	6	26872	276	2065	3354	234
229	16/08/2024	11	15	21	22	40	0	50000000	8	15841	237	1891	2541	243
228	15/08/2024	8	16	19	22	25	0	50000000	3	26821	177	1607	1776	220
227	14/08/2024	11	13	15	17	40	0	50000000	12	10779	253	1808	2791	226
226	13/08/2024	1	5	13	30	38	0	50000000	8	17679	226	2213	2736	252
225	12/08/2024	7	13	31	32	38	0	50000000	3	39457	149	2809	1884	306
224	11/08/2024	7	14	19	24	28	0	50000000	3	30166	218	1468	1890	233
223	10/08/2024	17	23	24	34	36	0	50000000	5	34515	203	3006	2709	310
222	09/08/2024	1	8	13	15	17	0	50000000	8	17191	350	1389	3147	213
221	08/08/2024	20	21	22	34	40	0	50000000	8	18513	170	3080	2468	292
220	07/08/2024	3	21	32	34	36	0	50000000	4	31944	137	3298	1801	346
219	06/08/2024	6	11	20	24	39	0	50000000	9	16144	307	1673	2973	238
218	05/08/2024	2	7	26	36	40	0	50000000	2	60949	195	2210	2302	258
217	04/08/2024	13	24	28	31	38	0	50000000	3	31334	137	2426	1497	306
216	03/08/2024	2	18	20	27	38	0	50000000	10	17914	296	2140	3240	269
215	02/08/2024	6	11	12	22	23	0	50000000	14	9915	356	1378	3264	207
214	01/08/2024	4	13	25	29	37	0	50000000	16	9320	264	1997	2748	264
213	31/07/2024	6	7	16	17	19	0	50000000	11	11208	270	1614	2957	203
212	30/07/2024	10	12	23	28	40	0	50000000	13	10972	268	1882	2830	245
211	29/07/2024	8	16	18	19	20	1	50000000	8	15167	266	1613	2484	238
210	28/07/2024	1	8	21	26	31	0	50000000	4	23182	143	2293	1687	268
209	27/07/2024	18	20	23	31	36	0	50000000	3	59341	215	2928	2889	300
208	26/07/2024	7	8	10	21	38	0	50000000	6	22867	252	1925	2956	226
207	25/07/2024	7	15	16	24	29	0	50000000	5	29464	291	1790	2896	248
206	24/07/2024	3	8	13	15	35	0	50000000	8	16081	241	1887	2522	248
205	23/07/2024	16	19	20	27	32	0	50000000	6	24951	210	2521	2555	285
204	22/07/2024	4	7	17	20	22	0	50000000	9	13649	367	1183	2983	200
203	21/07/2024	3	7	25	36	39	0	50000000	3	30996	142	2315	1836	247
202	20/07/2024	2	19	22	28	36	0	50000000	9	20082	297	2152	3178	277
201	19/07/2024	2	10	13	22	29	0	50000000	9	14587	248	1872	2679	239
200	18/07/2024	8	15	18	20	36	0	50000000	7	20886	245	2110	2751	259
199	17/07/2024	6	20	27	29	40	0	50000000	8	15788	233	1917	2501	246
198	16/07/2024	3	9	21	28	32	1	50000000	3	48388	248	2070	2626	269
197	15/07/2024	5	10	18	21	35	0	50000000	5	24522	216	2007	2364	252
196	14/07/2024	7	20	29	31	32	0	50000000	1	93179	114	2890	1702	267
195	13/07/2024	3	12	15	23	33	0	50000000	16	11232	349	1821	3529	248
194	12/07/2024	3	20	24	30	36	0	50000000	4	34491	177	2756	2380	282
193	11/07/2024	1	12	14	21	23	0	50000000	6	24386	263	1967	2774	257
192	10/07/2024	1	8	27	28	31	0	50000000	4	32224	241	1891	2332	269
191	09/07/2024	9	15	20	22	32	0	50000000	7	21043	206	2528	2740	262
190	08/07/2024	3	12	27	30	31	0	50000000	4	31439	241	1845	2469	248
189	07/07/2024	6	16	24	28	34	0	50000000	5	19198	141	2407	1701	275
188	06/07/2024	5	12	15	22	32	0	50000000	9	20339	354	1828	3493	255
187	05/07/2024	15	18	21	26	30	0	50000000	4	34868	203	2429	2270	299
186	04/07/2024	10	14	15	30	34	0	50000000	4	37989	196	2741	2477	299
185	03/07/2024	4	8	24	31	32	0	50000000	4	33459	199	2378	2390	273
184	02/07/2024	4	18	34	37	40	0	50000000	8	18933	216	2479	2397	308
183	01/07/2024	17	33	34	35	38	0	50000000	1	126907	148	3032	1784	347
182	30/06/2024	16	17	25	33	40	0	50000000	2	46270	129	2537	1653	273
181	29/06/2024	1	22	31	37	40	0	50000000	6	29299	237	2623	2827	303
180	28/06/2024	4	10	18	31	33	0	50000000	5	27107	222	2159	2448	270
179	27/06/2024	2	5	22	36	40	1	50000000	4	35942	219	2321	2736	256
178	26/06/2024	17	23	26	29	40	0	50000000	3	41942	218	2041	2402	255
177	25/06/2024	1	8	14	28	39	0	50000000	5	29076	204	2520	2519	281
176	24/06/2024	2	3	11	24	35	0	50000000	7	17845	191	2312	2430	250
175	23/06/2024	1	8	16	26	28	0	50000000	5	19383	149	2300	1896	249
174	22/06/2024	9	11	15	31	35	0	50000000	8	22702	285	2253	3266	271
173	21/06/2024	10	11	24	28	29	0	50000000	4	34142	260	1857	2681	248
172	20/06/2024	16	33	35	36	40	0	50000000	4	36773	163	3191	2040	351
171	19/06/2024	1	7	36	38	39	0	50000000	3	43470	201	2294	2027	313
170	18/06/2024	15	26	35	37	39	0	50000000	2	74602	161	3277	2096	347
169	17/06/2024	10	16	19	27	30	0	50000000	5	25475	236	1908	2513	247
168	16/06/2024	2	10	16	34	36	0	50000000	1	95471	121	2790	1493	311
167	15/06/2024	3	5	24	26	37	0	50000000	6	31534	340	1967	3802	242
166	14/06/2024	12	21	34	36	37	0	50000000	4	35530	190	2645	2194	315
165	13/06/2024	3	10	14	27	32	0	50000000	7	21970	292	1862	2822	265
164	12/06/2024	4	11	13	30	32	0	50000000	8	16753	195	2430	2499	261
163	11/06/2024	6	7	8	11	20	0	50000000	18	8414	452	1184	3907	189
162	10/06/2024	4	13	22	30	39	0	50000000	10	12456	187	2355	2177	279
161	09/06/2024	16	17	18	25	34	0	50000000	2	47874	114	2970	1523	306
160	08/06/2024	3	16	18	28	38	0	50000000	7	26722	344	1923	3367	270
159	07/06/2024	1	4	22	23	39	0	50000000	4	35132	239	2079	2713	252
158	06/06/2024	2	20	24	26	29	0	50000000	8	19296	219	2492	2842	264
157	05/06/2024	6	12	29	32	40	0	50000000	11	12282	231	2068	2491	264
156	04/06/2024	5	6	10	14	39	0	50000000	6	25894	281	1955	3283	230
155	03/06/2024	9	17	19	24	34	0	50000000	9	14811	258	1827	2733	237
154	02/06/2024	9	11	14	22	24	0	50000000	11	8908	203	1707	2085	229
153	01/06/2024	5	17	22	27	38	0	50000000	11	17769	371	1863	4018	237
152	31/05/2024	5	8	16	24	38	0	50000000	19	7488	289	1740	3024	229
151	30/05/2024	29	32	33	35	40	0	50000000	4	37678	144	3701	1981	371
150	29/05/2024	6	13	24	28	29	0	50000000	10	13325	233	2022	2541	255
149	28/05/2024	1	6	25	28	33	0	50000000	4	38069	224	2404	2761	269
148	27/05/2024	9	17	27	28	31	0	50000000	5	25352	232	1932	2559	241
147	26/05/2024	1	14	15	22	36	0	50000000	0	0	124	3024	1497	333
146	25/05/2024	7	20	24	37	40	1	50000000	16	11616	318	2066	3451	262
145	24/05/2024	3	17	21	28	29	0	50000000	1	138751	248	1978	2685	252
144	23/05/2024	2	21	23	32	37	0	50000000	7	21269	187	2815	2410	301
143	22/05/2024	3	12	25	30	32	0	50000000	4	32469	213	2156	2268	279
142	21/05/2024	4	9	14	16	30	0	50000000	6	25065	338	1573	2979	246
141	20/05/2024	3	5	17	39	40	0	50000000	5	24656	272	1602	2620	229
140	19/05/2024	18	20	22	29	35	0	50000000	2	47344	115	2911	1546	298
139	18/05/2024	4	7	27	33	34	0	50000000	2	93289	301	2192	3510	259
138	17/05/2024	5	8	12	32	33	0	50000000	10	14305	287	1762	3004	232
137	16/05/2024	1	2	9	10	40	0	50000000	7	21577	341	1566	3280	224
136	15/05/2024	13	16	21	22	32	0	50000000	2	65573	175	2650	2203	290
135	14/05/2024	1	5	16	36	38	0	50000000	12	12814	214	2541	2643	283
134	13/05/2024	3	5	16	26	29	0	50000000	9	14407	249	1841	2648	238
133	12/05/2024	2	13	27	31	37	0	50000000	4	23619	139	2403	1638	281
132	11/05/2024	4	12	30	34	37	0	50000000	8	23679	267	2509	3139	294
131	10/05/2024	13	18	22	32	39	0	50000000	6	23370	160	3099	2245	304
130	09/05/2024	4	6	21	23	38	0	50000000	11	13926	262	2067	2924	255
129	08/05/2024	2	17	29	31	40	0	50000000	8	16705	200	2363	2321	280
128	07/05/2024	19	28	30	37	38	0	50000000	6	25326	169	3179	2229	332
127	06/05/2024	5	19	24	32	37	1	50000000	8	15887	177	2539	2205	281
126	05/05/2024	11	16	17	32	34	0	50000000	4	24356	123	2801	1609	295
125	04/05/2024	4	18	35	36	37	0	50000000	4	48122	198	3438	2792	336
124	03/05/2024	2	10	18	26	37	0	50000000	5	29049	214	2400	2601	272
123	02/05/2024	5	8	14	21	37	0	50000000	7	22637	308	1819	3146	245
122	01/05/2024	7	10	15	32	37	0	50000000	2	46171	140	2332	1630	276
